0.01074889	-0.0066053644	0.09693995	0.014074042	-0.07961154	-0.0020416135	-0.012131575	0.013366943	0.09223179	0.096761495	0.069822505	-0.03233434	0.023019707	0.012497593	-0.001897491	-0.022385115
-0.1362329	-0.03019417	0.17729089	0.08511487	-0.06217712	-0.076758906	-0.09409375	0.15474942	0.10263141	0.16362233	0.2041514	-0.12881434	0.02802256	0.00064233073	0.062471103	0.051094268
-0.17034465	-0.042512458	0.24200504	0.073766716	-0.16566631	-0.17725651	-0.09333111	0.169552	0.1633585	0.22167291	0.25099382	-0.16950546	0.026345748	-0.020611279	0.07952639	-0.04133074
0.4313321	0.37821084	-0.3749435	-0.41634384	-0.22488774	0.4804112	0.4693255	-0.4991322	-0.50362647	-0.34361687	-0.4781509	0.5317578	-0.28839877	-0.2773867	-0.22268946	-0.17724374
0.023084328	0.08848937	-0.018539911	-0.079686575	-0.111181475	-0.015550726	0.032374855	-0.03544122	-0.08016733	0.065253355	-0.032579653	-0.021282386	-0.08639265	-0.08131649	-0.04102492	-0.060494993
-0.04772224	-0.03971359	0.09325871	0.07867888	0.009955315	-0.026608938	-0.0068036616	0.05195728	0.09627696	0.076057374	0.10255925	-0.035729468	0.06343103	0.058480423	0.03608616	0.04240836
0.45155853	0.38845384	-0.4425644	-0.3535834	-0.27219546	0.40903065	0.43195423	-0.38105386	-0.52293336	-0.30940548	-0.3972122	0.4162098	-0.2947181	-0.29418978	-0.31724417	-0.22801681
-0.05153513	-0.074038975	0.15461597	0.02375404	-0.025845783	-0.007423294	-0.039868638	0.06571895	0.12527053	0.07497724	0.1266536	-0.11343351	0.087391816	0.059429836	0.119500406	0.04778922
0.31814733	0.3344409	-0.34401864	-0.2905236	-0.27222294	0.36780587	0.3827054	-0.41240838	-0.41899943	-0.30467254	-0.373053	0.41174248	-0.3195785	-0.21788634	-0.24787216	-0.23033623
0.0017382666	0.055404942	0.008204057	0.030039163	-0.05433787	0.009775441	-0.05097476	-0.043578044	0.010455479	0.07815604	0.051159613	-0.06421909	-0.0058934256	-0.006432816	-0.050332963	0.008062904
0.38831466	0.35755655	-0.34824717	-0.3632863	-0.23281072	0.4123296	0.4546156	-0.46539772	-0.503539	-0.2985283	-0.40969285	0.42513368	-0.27676302	-0.33758548	-0.2963822	-0.21710278
-0.10720917	-0.044977624	0.09347083	0.08241454	-0.028900338	-0.08005011	-0.07763975	0.092717566	0.13802217	0.04254156	0.075772256	-0.05773204	0.051864084	-0.00012324128	0.053879224	0.04177346
0.24178185	0.12775914	-0.19982503	-0.18588194	-0.06758171	0.23774977	0.16534695	-0.24961971	-0.24761538	-0.19643447	-0.20647115	0.21009585	-0.099855475	-0.05045626	-0.04001584	-0.05058404
-0.32948154	-0.25746325	0.37993407	0.23874098	-0.00075420307	-0.3705711	-0.34844762	0.35011178	0.35101354	0.37575513	0.3520644	-0.34611842	0.21561415	0.18344481	0.24918221	0.14935875
-0.07661578	-0.06849202	0.020426834	0.021100756	0.0389992	-0.031266402	-0.051139064	0.020380018	0.071319774	0.025502054	0.030507423	-0.010636998	0.009768701	0.05760971	0.10410683	0.06258037
0.052424785	0.0722232	-0.020836055	-0.034758363	-0.095793	-0.0019790907	0.027195487	0.0066956417	0.021167008	-0.009846261	0.048405915	0.02032043	-0.006257776	0.012483947	0.007872278	-0.009879238
-0.044909496	-0.021195758	0.10612598	0.11262672	0.07344427	-0.101122044	-0.08092697	0.07244622	0.090450235	0.09621242	0.10566068	-0.078043945	0.02122337	0.086522505	0.10026167	0.07972266
0.04086509	0.07607837	-0.07306488	-0.010996475	0.019274322	0.079854585	0.07457247	-0.030151308	-0.057807397	0.027104868	-0.07316119	0.07213165	-0.073270515	-0.019173669	0.057970975	0.013918115
-0.023816293	-0.027108062	-0.021994727	0.029776629	-0.09402503	0.021445654	-0.048500452	-0.028890986	0.052257635	0.05413376	0.016065236	-0.059214342	-0.02396581	-0.049387395	-0.035887368	-0.09836691
0.30604762	0.25461057	-0.23019524	-0.22837791	-0.13260008	0.22229645	0.23305112	-0.28606418	-0.3228381	-0.29511604	-0.31073427	0.25864264	-0.19861747	-0.13831592	-0.16906625	-0.13856538
0.11531874	0.010355207	-0.07133037	-0.01586175	-0.050626278	0.0728283	0.102669224	-0.09692023	-0.019055927	-0.057998728	-0.037605356	0.020842204	-0.033514313	-0.021108666	-0.08525574	-0.058835667
-0.015104197	-0.045544952	-0.022642748	-0.004237422	0.017762497	-0.012039334	0.024397012	0.053396866	0.059212055	0.0724308	0.07886713	-0.039183483	0.046271432	0.07374654	0.06793611	0.012098835
-0.05254593	0.030288924	0.025542045	0.013559295	-0.0993137	-0.008024913	-0.06881346	0.06537657	0.08406735	0.0306922	0.08774588	-0.10311858	-0.0035458494	0.016556	0.0135665415	0.015436837
-0.059732318	-0.0059673884	0.08912938	0.074698105	-0.10892268	0.0006419797	-0.044990465	0.011192088	0.06414338	0.025467455	0.11054834	-0.03186456	0.0143076945	0.022320738	0.021575842	-0.020192383
0.023186317	0.030564046	-0.050821025	-0.059387073	-0.040281028	0.07066381	0.08513573	-0.032278962	-0.0121183945	0.034645017	-0.022422338	-0.009712027	0.005417902	-0.04993716	-0.026460072	-0.016276581
